severity,req#,subject,logged_date,last_updated,service
medium,105392,Driver installation error,11/12/2023 23:21:38 IST,11/13/2023 11:21:38 IST,Service 9
critical,105393,Low ink warning,10/20/2023 04:56:22 IST,10/21/2023 06:56:22 IST,Service 1
low,105398,Network issues,11/30/2023 14:18:15 IST,12/02/2023 08:18:15 IST,Service 5
critical,105399,Printer spooler error,07/21/2023 10:36:25 IST,07/22/2023 18:36:25 IST,Service 6
low,105400,Printer spooler error,02/22/2023 16:03:15 IST,02/23/2023 20:03:15 IST,Service 5
critical,105401,Low ink warning,05/09/2023 07:33:41 IST,05/11/2023 11:33:41 IST,Service 3
high,105403,Printer spooler error,05/03/2023 21:47:09 IST,05/06/2023 03:47:09 IST,Service 4
low,105406,Low ink warning,12/06/2023 16:54:18 IST,12/07/2023 07:54:18 IST,Service 9
medium,105408,Paper jam,07/26/2023 00:07:43 IST,07/26/2023 08:07:43 IST,Service 1
low,105411,Toner not recognized,07/06/2023 01:05:17 IST,07/06/2023 12:05:17 IST,Service 7
critical,105416,Printer spooler error,10/22/2023 02:43:49 IST,10/22/2023 08:43:49 IST,Service 9
low,105421,Slow printing,04/29/2023 13:42:31 IST,05/01/2023 04:42:31 IST,Service 2
critical,105422,Slow printing,12/09/2023 00:46:13 IST,12/10/2023 08:46:13 IST,Service 4
low,105424,Cannot print PDF,05/05/2023 23:26:34 IST,05/07/2023 17:26:34 IST,Service 7
critical,105425,Printer not responding,07/09/2023 04:00:23 IST,07/09/2023 18:00:23 IST,Service 3
critical,105429,Printer not responding,12/26/2023 15:51:31 IST,12/28/2023 19:51:31 IST,Service 6
high,105432,Driver installation error,01/17/2023 08:58:07 IST,01/19/2023 19:58:07 IST,Service 6
medium,105436,Cannot print PDF,10/02/2023 16:51:50 IST,10/02/2023 18:51:50 IST,Service 6
medium,105441,Driver installation error,09/24/2023 20:28:42 IST,09/27/2023 18:28:42 IST,Service 4
critical,105442,Slow printing,04/01/2023 06:54:08 IST,04/03/2023 06:54:08 IST,Service 5
medium,105446,Printer not responding,05/12/2023 07:19:03 IST,05/12/2023 15:19:03 IST,Service 3
critical,105448,Low ink warning,09/08/2023 00:19:54 IST,09/08/2023 10:19:54 IST,Service 10
high,105452,Toner not recognized,07/07/2023 22:56:04 IST,07/09/2023 10:56:04 IST,Service 6
low,105454,Slow printing,01/28/2023 04:51:38 IST,01/28/2023 22:51:38 IST,Service 10
medium,105459,Paper jam,06/24/2023 13:21:38 IST,06/25/2023 19:21:38 IST,Service 10
critical,105461,Cannot print PDF,01/10/2023 04:10:42 IST,01/10/2023 22:10:42 IST,Service 10
low,105463,Paper jam,03/31/2023 09:19:41 IST,04/03/2023 05:19:41 IST,Service 4
low,105465,Low ink warning,07/30/2023 15:00:34 IST,07/30/2023 21:00:34 IST,Service 9
critical,105466,Driver installation error,01/27/2023 15:00:32 IST,01/28/2023 11:00:32 IST,Service 1
high,105471,Toner not recognized,10/24/2023 14:19:21 IST,10/25/2023 02:19:21 IST,Service 4
medium,105476,Cannot connect to printer,05/10/2023 08:04:03 IST,05/11/2023 07:04:03 IST,Service 4
medium,105481,Toner not recognized,12/01/2023 08:34:56 IST,12/03/2023 12:34:56 IST,Service 9
medium,105482,Network issues,01/02/2023 04:57:12 IST,01/04/2023 02:57:12 IST,Service 5
high,105487,Printer not responding,05/15/2023 01:17:00 IST,05/16/2023 03:17:00 IST,Service 6
high,105491,Cannot connect to printer,06/22/2023 00:07:00 IST,06/24/2023 22:07:00 IST,Service 5
low,105492,Slow printing,09/14/2023 01:24:53 IST,09/16/2023 20:24:53 IST,Service 6
critical,105497,Cannot connect to printer,04/24/2023 22:42:24 IST,04/26/2023 19:42:24 IST,Service 9
medium,105500,Network issues,01/03/2023 09:05:35 IST,01/06/2023 04:05:35 IST,Service 6
medium,105502,Printer not responding,11/11/2023 05:19:22 IST,11/13/2023 01:19:22 IST,Service 8
critical,105504,Slow printing,03/07/2023 21:16:06 IST,03/09/2023 08:16:06 IST,Service 5
low,105508,Paper jam,07/19/2023 18:37:42 IST,07/20/2023 04:37:42 IST,Service 8
high,105511,Low ink warning,07/20/2023 12:24:37 IST,07/22/2023 03:24:37 IST,Service 2
low,105513,Network issues,06/17/2023 08:31:24 IST,06/18/2023 12:31:24 IST,Service 4
critical,105514,Driver installation error,04/07/2023 23:56:52 IST,04/09/2023 16:56:52 IST,Service 9
low,105515,Printer spooler error,01/21/2023 09:14:50 IST,01/22/2023 21:14:50 IST,Service 10
high,105517,Low ink warning,04/26/2023 06:01:54 IST,04/27/2023 09:01:54 IST,Service 1
critical,105519,Network issues,04/01/2023 12:04:24 IST,04/02/2023 20:04:24 IST,Service 10
high,105523,Slow printing,05/30/2023 03:30:02 IST,05/31/2023 16:30:02 IST,Service 10
critical,105525,Paper jam,07/29/2023 10:28:04 IST,07/30/2023 06:28:04 IST,Service 3
medium,105529,Low ink warning,03/24/2023 14:07:43 IST,03/26/2023 19:07:43 IST,Service 9
high,105532,Cannot connect to printer,02/02/2023 00:10:53 IST,02/02/2023 01:10:53 IST,Service 10
low,105536,Network issues,04/02/2023 06:36:26 IST,04/05/2023 03:36:26 IST,Service 8
critical,105538,Driver installation error,03/01/2023 15:59:38 IST,03/02/2023 18:59:38 IST,Service 10
high,105540,Slow printing,11/13/2023 12:15:15 IST,11/16/2023 02:15:15 IST,Service 5
critical,105545,Printer spooler error,06/11/2023 16:09:55 IST,06/12/2023 17:09:55 IST,Service 3
low,105547,Cannot print PDF,08/26/2023 05:13:23 IST,08/27/2023 14:13:23 IST,Service 4
medium,105551,Printer spooler error,10/09/2023 20:36:48 IST,10/12/2023 12:36:48 IST,Service 6
high,105552,Slow printing,12/30/2023 17:01:47 IST,12/31/2023 15:01:47 IST,Service 10
high,105553,Printer not responding,02/12/2023 23:30:04 IST,02/13/2023 02:30:04 IST,Service 3
low,105556,Driver installation error,03/04/2023 20:56:05 IST,03/05/2023 22:56:05 IST,Service 4
critical,105560,Slow printing,07/27/2023 12:43:38 IST,07/27/2023 17:43:38 IST,Service 1
low,105563,Low ink warning,02/24/2023 01:09:55 IST,02/26/2023 23:09:55 IST,Service 3
critical,105564,Paper jam,01/09/2023 10:25:37 IST,01/11/2023 01:25:37 IST,Service 7
low,105568,Paper jam,09/15/2023 14:03:25 IST,09/17/2023 13:03:25 IST,Service 3
low,105569,Printer not responding,01/16/2023 12:33:15 IST,01/19/2023 03:33:15 IST,Service 10
medium,105571,Toner not recognized,05/04/2023 12:40:50 IST,05/07/2023 10:40:50 IST,Service 1
critical,105576,Printer spooler error,04/05/2023 00:04:50 IST,04/06/2023 02:04:50 IST,Service 2
medium,105578,Network issues,11/12/2023 17:34:28 IST,11/15/2023 15:34:28 IST,Service 5
high,105581,Toner not recognized,06/19/2023 23:41:47 IST,06/20/2023 10:41:47 IST,Service 4
high,105583,Printer spooler error,08/05/2023 10:03:32 IST,08/06/2023 15:03:32 IST,Service 1
critical,105587,Printer not responding,10/21/2023 09:43:06 IST,10/21/2023 10:43:06 IST,Service 9
high,105589,Network issues,02/24/2023 02:12:23 IST,02/24/2023 08:12:23 IST,Service 6
medium,105590,Network issues,06/04/2023 01:39:07 IST,06/06/2023 23:39:07 IST,Service 10
medium,105595,Printer not responding,12/21/2023 12:43:56 IST,12/22/2023 18:43:56 IST,Service 1
low,105596,Paper jam,12/04/2023 12:47:43 IST,12/04/2023 18:47:43 IST,Service 3
high,105597,Network issues,08/23/2023 19:51:13 IST,08/26/2023 17:51:13 IST,Service 10
critical,105598,Network issues,02/06/2023 03:21:54 IST,02/07/2023 12:21:54 IST,Service 1
medium,105600,Driver installation error,07/14/2023 10:42:33 IST,07/16/2023 19:42:33 IST,Service 3
medium,105605,Cannot connect to printer,12/07/2023 22:11:14 IST,12/08/2023 04:11:14 IST,Service 4
critical,105607,Low ink warning,04/10/2023 22:00:36 IST,04/12/2023 07:00:36 IST,Service 1
critical,105611,Low ink warning,08/02/2023 22:50:37 IST,08/04/2023 17:50:37 IST,Service 10
medium,105613,Low ink warning,02/08/2023 21:21:16 IST,02/09/2023 17:21:16 IST,Service 9
high,105614,Network issues,07/11/2023 20:48:02 IST,07/14/2023 12:48:02 IST,Service 7
medium,105615,Toner not recognized,10/16/2023 16:59:30 IST,10/18/2023 08:59:30 IST,Service 8
high,105617,Toner not recognized,08/12/2023 20:13:56 IST,08/13/2023 15:13:56 IST,Service 1
medium,105619,Toner not recognized,08/08/2023 02:11:26 IST,08/09/2023 01:11:26 IST,Service 1
high,105622,Low ink warning,07/28/2023 10:47:53 IST,07/28/2023 22:47:53 IST,Service 6
medium,105625,Printer spooler error,09/29/2023 07:48:57 IST,09/29/2023 21:48:57 IST,Service 9
critical,105626,Driver installation error,12/02/2023 21:49:10 IST,12/04/2023 10:49:10 IST,Service 4
high,105628,Network issues,01/25/2023 12:11:09 IST,01/26/2023 03:11:09 IST,Service 7
low,105630,Slow printing,02/28/2023 08:05:09 IST,03/02/2023 20:05:09 IST,Service 9
low,105634,Printer not responding,07/14/2023 07:30:48 IST,07/17/2023 02:30:48 IST,Service 7
low,105636,Network issues,09/23/2023 09:13:35 IST,09/25/2023 14:13:35 IST,Service 3
medium,105639,Printer spooler error,03/16/2023 06:45:58 IST,03/18/2023 11:45:58 IST,Service 3
medium,105641,Low ink warning,10/02/2023 13:16:35 IST,10/03/2023 17:16:35 IST,Service 5
high,105642,Cannot connect to printer,05/30/2023 12:17:07 IST,05/31/2023 02:17:07 IST,Service 3
high,105644,Cannot print PDF,04/30/2023 08:53:46 IST,05/03/2023 07:53:46 IST,Service 4
high,105649,Low ink warning,07/31/2023 05:36:44 IST,08/03/2023 01:36:44 IST,Service 9
medium,105654,Printer spooler error,07/27/2023 00:47:10 IST,07/29/2023 03:47:10 IST,Service 3
low,105656,Cannot print PDF,04/03/2023 01:35:01 IST,04/05/2023 18:35:01 IST,Service 6
high,105660,Printer spooler error,12/05/2023 21:02:35 IST,12/07/2023 19:02:35 IST,Service 7
high,105661,Slow printing,10/13/2023 23:38:40 IST,10/14/2023 05:38:40 IST,Service 8
high,105666,Printer not responding,10/10/2023 16:55:46 IST,10/12/2023 14:55:46 IST,Service 3
medium,105669,Driver installation error,12/16/2023 13:09:13 IST,12/18/2023 12:09:13 IST,Service 3
medium,105674,Slow printing,10/28/2023 12:25:05 IST,10/30/2023 05:25:05 IST,Service 4
medium,105676,Toner not recognized,08/29/2023 01:44:16 IST,08/30/2023 11:44:16 IST,Service 9
critical,105680,Toner not recognized,12/27/2023 20:58:02 IST,12/28/2023 00:58:02 IST,Service 1
critical,105681,Toner not recognized,06/04/2023 16:15:31 IST,06/07/2023 16:15:31 IST,Service 2
high,105686,Cannot print PDF,07/11/2023 10:52:14 IST,07/13/2023 12:52:14 IST,Service 10
low,105691,Driver installation error,04/27/2023 00:27:17 IST,04/27/2023 11:27:17 IST,Service 3
critical,105694,Paper jam,04/26/2023 03:45:36 IST,04/26/2023 06:45:36 IST,Service 7
low,105696,Cannot connect to printer,08/31/2023 20:18:31 IST,09/03/2023 03:18:31 IST,Service 1
low,105701,Toner not recognized,11/18/2023 18:36:11 IST,11/20/2023 23:36:11 IST,Service 1
low,105705,Slow printing,02/08/2023 17:54:48 IST,02/09/2023 02:54:48 IST,Service 4
critical,105709,Driver installation error,06/20/2023 04:17:23 IST,06/22/2023 13:17:23 IST,Service 3
low,105712,Low ink warning,09/26/2023 19:57:26 IST,09/28/2023 10:57:26 IST,Service 2
critical,105717,Cannot connect to printer,01/03/2023 16:51:20 IST,01/06/2023 05:51:20 IST,Service 10
critical,105721,Cannot print PDF,02/10/2023 04:26:18 IST,02/10/2023 05:26:18 IST,Service 10
critical,105724,Network issues,01/24/2023 13:59:46 IST,01/25/2023 08:59:46 IST,Service 8
medium,105728,Printer not responding,10/31/2023 18:27:55 IST,11/02/2023 06:27:55 IST,Service 2
medium,105729,Paper jam,05/13/2023 09:28:42 IST,05/14/2023 23:28:42 IST,Service 1
critical,105733,Toner not recognized,12/01/2023 11:36:52 IST,12/03/2023 11:36:52 IST,Service 5
medium,105734,Printer spooler error,05/03/2023 20:37:44 IST,05/05/2023 19:37:44 IST,Service 4
low,105736,Toner not recognized,05/10/2023 04:36:53 IST,05/12/2023 06:36:53 IST,Service 3
critical,105737,Paper jam,06/06/2023 16:34:05 IST,06/09/2023 12:34:05 IST,Service 7
low,105741,Printer not responding,09/23/2023 17:19:11 IST,09/25/2023 12:19:11 IST,Service 9
low,105743,Printer not responding,08/10/2023 09:11:57 IST,08/13/2023 06:11:57 IST,Service 6
high,105744,Paper jam,10/16/2023 18:27:11 IST,10/19/2023 00:27:11 IST,Service 4
low,105748,Slow printing,06/17/2023 09:28:34 IST,06/18/2023 19:28:34 IST,Service 7
high,105750,Low ink warning,01/20/2023 15:24:02 IST,01/22/2023 02:24:02 IST,Service 6
critical,105752,Network issues,02/25/2023 11:35:45 IST,02/26/2023 22:35:45 IST,Service 10
medium,105754,Slow printing,01/20/2023 01:00:02 IST,01/20/2023 09:00:02 IST,Service 2
low,105755,Printer spooler error,08/17/2023 11:54:24 IST,08/17/2023 16:54:24 IST,Service 10
low,105757,Printer spooler error,06/07/2023 20:33:35 IST,06/10/2023 03:33:35 IST,Service 9
high,105760,Printer spooler error,06/01/2023 13:42:58 IST,06/03/2023 14:42:58 IST,Service 5
critical,105761,Low ink warning,01/25/2023 23:37:02 IST,01/28/2023 11:37:02 IST,Service 1
medium,105763,Network issues,03/01/2023 08:54:14 IST,03/03/2023 01:54:14 IST,Service 5
medium,105764,Low ink warning,09/15/2023 17:21:33 IST,09/18/2023 09:21:33 IST,Service 3
low,105767,Paper jam,05/19/2023 01:19:46 IST,05/20/2023 00:19:46 IST,Service 5
critical,105768,Printer not responding,04/27/2023 22:57:20 IST,04/30/2023 19:57:20 IST,Service 10
critical,105772,Paper jam,04/03/2023 06:50:30 IST,04/04/2023 08:50:30 IST,Service 2
low,105775,Low ink warning,06/25/2023 11:02:00 IST,06/27/2023 16:02:00 IST,Service 2
high,105776,Cannot connect to printer,11/19/2023 13:25:27 IST,11/22/2023 07:25:27 IST,Service 4
medium,105780,Toner not recognized,11/10/2023 05:59:10 IST,11/13/2023 03:59:10 IST,Service 10
high,105784,Cannot connect to printer,11/06/2023 10:19:17 IST,11/06/2023 12:19:17 IST,Service 8
high,105786,Paper jam,08/08/2023 01:06:02 IST,08/08/2023 14:06:02 IST,Service 2
critical,105791,Printer not responding,03/17/2023 04:12:47 IST,03/17/2023 06:12:47 IST,Service 1
low,105796,Printer spooler error,05/04/2023 02:17:37 IST,05/05/2023 18:17:37 IST,Service 2
medium,105798,Cannot print PDF,07/22/2023 19:12:55 IST,07/25/2023 00:12:55 IST,Service 2
medium,105799,Paper jam,11/23/2023 10:39:35 IST,11/26/2023 09:39:35 IST,Service 4
low,105800,Network issues,07/16/2023 06:12:51 IST,07/17/2023 02:12:51 IST,Service 6
critical,105804,Printer not responding,06/14/2023 14:39:50 IST,06/15/2023 06:39:50 IST,Service 5
low,105806,Low ink warning,12/26/2023 01:41:43 IST,12/29/2023 01:41:43 IST,Service 3
low,105809,Printer spooler error,04/06/2023 02:48:27 IST,04/07/2023 19:48:27 IST,Service 4
low,105811,Paper jam,04/06/2023 01:12:08 IST,04/07/2023 07:12:08 IST,Service 8
medium,105816,Printer not responding,03/22/2023 16:05:37 IST,03/23/2023 11:05:37 IST,Service 4
high,105817,Printer not responding,11/07/2023 04:11:20 IST,11/09/2023 19:11:20 IST,Service 2
critical,105821,Slow printing,01/19/2023 08:27:24 IST,01/19/2023 19:27:24 IST,Service 5
high,105825,Printer not responding,08/25/2023 13:03:01 IST,08/26/2023 00:03:01 IST,Service 9
critical,105830,Cannot print PDF,12/27/2023 05:22:45 IST,12/27/2023 19:22:45 IST,Service 9
low,105833,Cannot connect to printer,04/05/2023 01:28:42 IST,04/06/2023 23:28:42 IST,Service 4
high,105838,Low ink warning,12/30/2023 15:00:00 IST,12/31/2023 20:00:00 IST,Service 3
critical,105842,Cannot connect to printer,11/26/2023 22:13:23 IST,11/29/2023 16:13:23 IST,Service 7
medium,105845,Cannot print PDF,10/17/2023 07:11:29 IST,10/19/2023 20:11:29 IST,Service 7
high,105846,Cannot connect to printer,11/26/2023 00:07:22 IST,11/28/2023 23:07:22 IST,Service 10
critical,105848,Slow printing,04/25/2023 09:50:07 IST,04/26/2023 16:50:07 IST,Service 3
critical,105851,Low ink warning,11/12/2023 19:45:54 IST,11/13/2023 11:45:54 IST,Service 3
critical,105854,Low ink warning,08/15/2023 10:08:37 IST,08/16/2023 10:08:37 IST,Service 8
high,105857,Cannot connect to printer,07/28/2023 18:30:51 IST,07/31/2023 09:30:51 IST,Service 4
medium,105858,Paper jam,09/16/2023 00:28:50 IST,09/18/2023 15:28:50 IST,Service 7
critical,105862,Slow printing,09/05/2023 12:16:42 IST,09/06/2023 03:16:42 IST,Service 10
low,105867,Driver installation error,05/26/2023 03:34:08 IST,05/27/2023 22:34:08 IST,Service 2
critical,105871,Slow printing,09/23/2023 19:00:05 IST,09/26/2023 12:00:05 IST,Service 7
critical,105876,Printer not responding,12/27/2023 21:31:47 IST,12/30/2023 20:31:47 IST,Service 9
medium,105881,Cannot print PDF,05/13/2023 01:47:42 IST,05/14/2023 20:47:42 IST,Service 4
medium,105882,Cannot print PDF,03/20/2023 12:39:29 IST,03/23/2023 12:39:29 IST,Service 4
medium,105885,Printer not responding,09/13/2023 23:09:42 IST,09/15/2023 13:09:42 IST,Service 4
medium,105888,Cannot connect to printer,09/25/2023 21:32:34 IST,09/27/2023 00:32:34 IST,Service 8
critical,105893,Low ink warning,01/31/2023 08:59:23 IST,02/03/2023 02:59:23 IST,Service 5
medium,105897,Cannot print PDF,05/27/2023 05:45:41 IST,05/29/2023 13:45:41 IST,Service 8
high,105899,Slow printing,08/21/2023 17:10:32 IST,08/23/2023 17:10:32 IST,Service 1
medium,105901,Cannot print PDF,01/29/2023 03:37:14 IST,01/30/2023 04:37:14 IST,Service 7
high,105904,Driver installation error,07/20/2023 21:20:49 IST,07/22/2023 14:20:49 IST,Service 9
high,105905,Printer not responding,12/22/2023 02:03:52 IST,12/23/2023 13:03:52 IST,Service 9
low,105909,Cannot print PDF,09/25/2023 15:26:58 IST,09/26/2023 22:26:58 IST,Service 1
critical,105912,Toner not recognized,09/25/2023 17:48:12 IST,09/28/2023 09:48:12 IST,Service 4
low,105914,Low ink warning,04/30/2023 10:40:50 IST,04/30/2023 15:40:50 IST,Service 8
medium,105918,Slow printing,10/09/2023 02:13:56 IST,10/10/2023 03:13:56 IST,Service 7
low,105920,Network issues,06/06/2023 06:41:25 IST,06/07/2023 11:41:25 IST,Service 5
low,105923,Driver installation error,08/31/2023 02:44:07 IST,09/01/2023 10:44:07 IST,Service 9
medium,105927,Paper jam,04/11/2023 02:38:04 IST,04/11/2023 14:38:04 IST,Service 2
low,105929,Cannot connect to printer,07/31/2023 01:13:52 IST,08/02/2023 19:13:52 IST,Service 2
medium,105930,Cannot connect to printer,03/30/2023 08:27:28 IST,03/30/2023 23:27:28 IST,Service 8
critical,105932,Driver installation error,02/19/2023 07:16:15 IST,02/21/2023 09:16:15 IST,Service 3
critical,105935,Printer spooler error,01/15/2023 08:53:29 IST,01/17/2023 04:53:29 IST,Service 9
medium,105939,Paper jam,01/26/2023 03:04:11 IST,01/29/2023 02:04:11 IST,Service 9
high,105940,Slow printing,07/28/2023 11:04:48 IST,07/29/2023 06:04:48 IST,Service 2
low,105942,Printer spooler error,09/19/2023 08:35:06 IST,09/21/2023 05:35:06 IST,Service 5
high,105947,Paper jam,11/27/2023 03:38:15 IST,11/27/2023 18:38:15 IST,Service 4
high,105950,Network issues,07/25/2023 00:13:29 IST,07/25/2023 01:13:29 IST,Service 10
medium,105952,Low ink warning,11/05/2023 05:37:04 IST,11/07/2023 06:37:04 IST,Service 2
medium,105956,Toner not recognized,03/11/2023 22:37:43 IST,03/14/2023 05:37:43 IST,Service 3
low,105960,Network issues,08/23/2023 23:04:08 IST,08/24/2023 16:04:08 IST,Service 3
low,105961,Paper jam,08/06/2023 06:49:22 IST,08/07/2023 06:49:22 IST,Service 8
medium,105965,Paper jam,01/30/2023 23:51:33 IST,01/31/2023 21:51:33 IST,Service 2
low,105966,Driver installation error,05/01/2023 08:29:46 IST,05/02/2023 18:29:46 IST,Service 8
critical,105968,Cannot print PDF,02/22/2023 06:34:19 IST,02/23/2023 13:34:19 IST,Service 1
critical,105972,Cannot connect to printer,12/21/2023 05:20:04 IST,12/22/2023 22:20:04 IST,Service 10
low,105975,Paper jam,04/05/2023 22:05:06 IST,04/06/2023 09:05:06 IST,Service 4
high,105976,Low ink warning,05/21/2023 14:25:03 IST,05/21/2023 20:25:03 IST,Service 3
low,105980,Printer not responding,12/29/2023 11:10:10 IST,01/01/2024 04:10:10 IST,Service 1
critical,105981,Paper jam,06/28/2023 23:03:23 IST,06/30/2023 13:03:23 IST,Service 8
critical,105986,Printer spooler error,09/21/2023 08:23:33 IST,09/23/2023 14:23:33 IST,Service 9
critical,105989,Network issues,05/07/2023 14:19:25 IST,05/10/2023 02:19:25 IST,Service 1
medium,105994,Paper jam,12/12/2023 15:43:19 IST,12/13/2023 20:43:19 IST,Service 2
low,105999,Network issues,12/17/2023 19:57:01 IST,12/18/2023 21:57:01 IST,Service 6
low,106000,Network issues,09/12/2023 12:29:18 IST,09/14/2023 10:29:18 IST,Service 9
low,106004,Cannot print PDF,03/27/2023 14:46:24 IST,03/29/2023 07:46:24 IST,Service 3
low,106009,Low ink warning,07/12/2023 13:43:44 IST,07/13/2023 17:43:44 IST,Service 9
low,106010,Low ink warning,02/17/2023 09:03:53 IST,02/18/2023 23:03:53 IST,Service 5
